room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4815314,24794792,Entire home/apt,,3,1,,1,1,26,1,56.15894,10.144859,49:13.2
14178158,21629567,Entire home/apt,,10,0,,2,1,27,2,56.159274,10.140313,00:35.5
5855682,27723800,Entire home/apt,,10,2,,8,3,121,5,56.160584,10.111688,11:36.7
7729488,40615659,Entire home/apt,,10,2,,6,4,106,,56.159685,10.125389,40:06.1
2869503,14576720,Entire home/apt,,10,3,5,6,4,159,3,56.15975,10.124201,59:20.2
14797136,91480799,Entire home/apt,,3,3,4.5,1,1,31,1,56.165717,10.160897,34:18.9
12999447,48511376,Entire home/apt,,3,0,,2,1,30,1,56.166317,10.161574,20:07.9
7688765,40380483,Entire home/apt,,3,9,4,4,2,58,1,56.166767,10.159311,08:53.2
8345432,30406585,Entire home/apt,,10,0,,7,4,378,1,56.161963,10.123037,49:57.7
6247123,29780925,Entire home/apt,,3,16,4.5,5,3,113,2,56.162837,10.170767,02:19.2
11275615,6620412,Entire home/apt,,6,0,,6,4,129,7,56.162224,10.168322,01:39.9
11877419,30689719,Entire home/apt,,3,2,,5,3,151,2,56.165412,10.16248,55:00.4
10933250,55465867,Entire home/apt,,10,0,,5,1,62,5,56.161132,10.09129,16:56.3
7536420,37678743,Entire home/apt,,3,0,,2,1,68,1,56.167522,10.158153,42:21.0
10799446,55891233,Entire home/apt,,10,9,5,6,3,121,2,56.157974,10.112388,47:19.7
13011076,64649230,Entire home/apt,,3,5,5,6,5,181,1,56.162072,10.160429,24:58.8
10845221,53795389,Entire home/apt,,10,4,3.5,5,3,75,2,56.161455,10.091985,15:55.4
2702175,13657566,Entire home/apt,,10,8,4.5,7,5,129,2,56.162956,10.121982,19:55.8
382541,1823118,Entire home/apt,,3,0,,7,3,98,5,56.160741,10.153818,40:16.2
6618008,34637057,Entire home/apt,,10,6,4.5,5,1,75,2,56.157873,10.129572,33:34.7
15728720,9063978,Entire home/apt,,6,0,,6,3,135,1,56.157808,10.165553,48:33.3
6780223,8339114,Entire home/apt,,6,0,,4,2,106,1,56.158159,10.1679,30:49.4
6762664,35078324,Entire home/apt,,6,7,5,5,2,83,1,56.158838,10.149467,00:55.5
13245871,60995741,Entire home/apt,,6,0,,6,4,135,4,56.159492,10.16834,02:33.0
7793467,19456307,Entire home/apt,,3,0,,6,3,98,1,56.163004,10.148857,45:30.8
8519188,7614210,Entire home/apt,,6,0,,4,1,58,1,56.157988,10.158709,28:15.6
7376016,38637140,Entire home/apt,,3,0,,5,3,75,1,56.168332,10.168386,56:48.8
7876855,41025466,Entire home/apt,,3,0,,6,4,151,5,56.163309,10.153876,56:11.2
12019144,64291368,Entire home/apt,,6,5,5,6,4,122,2,56.158995,10.153522,00:16.6
6934100,35131168,Entire home/apt,,3,3,4.5,4,3,116,2,56.162814,10.150637,25:39.6
8138871,1266051,Entire home/apt,,6,1,,2,1,53,2,56.157147,10.166714,50:17.9
13412049,76385070,Entire home/apt,,6,1,,6,3,121,5,56.15776,10.157992,34:03.3
12668027,68827929,Entire home/apt,,6,0,,2,1,61,2,56.156119,10.168634,35:03.8
15629327,97528357,Entire home/apt,,10,0,,4,1,12,7,56.160655,10.132319,21:20.9
13341316,75568906,Entire home/apt,,10,6,5,3,2,30,1,56.157893,10.128557,53:04.8
14503460,10164918,Entire home/apt,,24,2,,4,1,65,1,56.16538,10.21828,21:18.4
6538497,24572944,Entire home/apt,,24,0,,2,1,83,1,56.162109,10.204156,50:27.3
6734103,35268656,Entire home/apt,,24,1,,3,1,99,2,56.165973,10.216761,39:14.7
13606894,78736573,Entire home/apt,,24,1,,4,2,68,1,56.162282,10.213504,10:49.4
13669906,24313493,Entire home/apt,,24,0,,4,2,76,7,56.163823,10.196078,59:11.8
4229517,21950149,Entire home/apt,,3,0,,2,1,68,1,56.165701,10.18582,01:55.2
14701151,75433204,Entire home/apt,,3,2,,6,2,113,1,56.167785,10.189615,35:32.8
6587625,34458597,Entire home/apt,,24,1,,4,3,106,1,56.162027,10.18444,24:19.2
6979250,15094859,Entire home/apt,,24,0,,3,1,119,5,56.164263,10.214622,37:44.1
8095756,21318200,Entire home/apt,,24,4,4.5,2,1,61,2,56.164192,10.198806,35:27.8
12999669,236597,Entire home/apt,,24,0,,4,2,72,3,56.164187,10.200335,40:08.0
7196359,35010454,Entire home/apt,,24,0,,2,1,91,1,56.165735,10.224345,44:52.9
13742908,80465008,Entire home/apt,,24,1,,5,1,67,1,56.163693,10.192199,09:35.6
2337576,11936092,Entire home/apt,,24,3,4.5,3,2,121,2,56.161274,10.213344,19:42.0
7127437,9125860,Entire home/apt,,3,0,,4,2,89,1,56.16246,10.164035,26:28.2
15125937,14828597,Entire home/apt,,24,1,,4,0,53,2,56.161233,10.20661,07:54.1
13170596,45383346,Entire home/apt,,3,0,,6,4,129,4,56.16272,10.163925,01:20.7
5286866,27373750,Entire home/apt,,24,0,,5,2,68,5,56.168314,10.194045,23:11.0
10973454,56934207,Entire home/apt,,24,0,,3,1,76,2,56.161713,10.20107,38:58.3
10432367,16381754,Entire home/apt,,24,1,,4,2,159,2,56.165829,10.230491,52:13.8
15433036,35313045,Entire home/apt,,24,0,,2,1,83,,56.165529,10.214065,12:07.9
8384042,8042226,Entire home/apt,,24,6,4.5,2,1,61,1,56.164129,10.190496,02:48.7
11330082,59287981,Entire home/apt,,24,0,,3,1,106,1,56.168303,10.216027,42:16.9
8136722,42967441,Entire home/apt,,24,0,,4,3,45,7,56.166925,10.193854,59:50.7
6311714,32834339,Entire home/apt,,24,7,4,2,1,83,1,56.161337,10.204442,02:43.8
14071879,52998478,Entire home/apt,,24,1,,4,1,67,2,56.164873,10.199184,19:42.6
5829267,19992765,Entire home/apt,,24,0,,2,1,64,7,56.161862,10.202443,49:24.4
7067030,37045610,Entire home/apt,,24,0,,2,1,67,1,56.162661,10.204581,34:44.9
1507050,8050062,Entire home/apt,,3,0,,6,3,151,1,56.168093,10.187242,50:57.6
13812506,27820719,Entire home/apt,,24,0,,2,1,40,7,56.163421,10.20346,41:29.3
15402654,98576228,Entire home/apt,,24,0,,3,1,53,3,56.163052,10.21464,56:00.5
8515006,44836735,Entire home/apt,,24,0,,2,1,23,1,56.161574,10.203049,37:51.1
8044308,24928766,Entire home/apt,,24,23,5,3,1,60,1,56.166,10.19983,32:14.7
12564906,54829605,Entire home/apt,,24,5,4.5,5,2,60,5,56.161127,10.198118,50:49.5
9870836,5172052,Entire home/apt,,24,17,4,6,3,89,1,56.165115,10.190782,16:03.7
13074597,34080129,Entire home/apt,,24,5,4.5,4,2,75,2,56.163028,10.21489,06:59.0
13916975,61483324,Entire home/apt,,24,0,,7,2,151,,56.16146,10.186695,26:20.2
12950298,71145163,Entire home/apt,,24,1,,3,1,49,2,56.163154,10.21181,10:21.5
10646117,54971925,Entire home/apt,,3,1,,4,1,41,1,56.166445,10.18313,12:10.6
5596828,25084870,Entire home/apt,,24,2,,4,1,98,1,56.166519,10.22806,57:23.8
6586506,34452824,Entire home/apt,,24,0,,2,2,97,5,56.166008,10.201822,27:43.3
13611386,39795505,Entire home/apt,,24,0,,2,1,68,2,56.162801,10.200929,55:06.6
5967301,1823118,Entire home/apt,,3,1,,2,1,54,3,56.162227,10.152238,42:25.6
7752640,7755367,Entire home/apt,,24,1,,2,1,61,1,56.16178,10.213864,04:01.9
13718808,73537190,Entire home/apt,,24,0,,2,1,81,7,56.165181,10.199865,35:00.9
13471743,29857078,Entire home/apt,,24,0,,2,1,49,2,56.165697,10.201006,13:12.1
13145870,73309551,Entire home/apt,,24,1,,4,2,124,3,56.164881,10.230155,52:02.1
5924285,30762254,Entire home/apt,,24,3,4.5,4,2,83,1,56.16913,10.211406,20:48.5
13764737,1722005,Entire home/apt,,24,2,,2,2,61,4,56.170615,10.210001,33:18.4
6564012,32696907,Entire home/apt,,24,2,,2,0,75,5,56.171342,10.211012,30:21.2
11164610,45004143,Entire home/apt,,24,1,,4,2,75,2,56.171755,10.2111,22:41.6
12702881,69049507,Entire home/apt,,24,18,4.5,2,1,60,1,56.173369,10.214648,18:56.7
4763463,16603581,Entire home/apt,,24,14,4.5,3,1,53,2,56.173085,10.213873,36:52.9
11747023,62495473,Entire home/apt,,24,1,,4,2,57,1,56.160113,10.199411,59:34.9
15531075,7735938,Entire home/apt,,11,0,,4,2,42,1,56.191524,10.148507,28:38.5
12942107,71098403,Entire home/apt,,3,7,4.5,5,2,48,1,56.172737,10.162404,12:22.3
15038899,94906900,Entire home/apt,,24,3,4.5,3,1,23,1,56.173494,10.212611,50:38.6
14832412,5937783,Entire home/apt,,24,8,4,3,1,38,1,56.15358,10.208403,13:01.4
6820249,35715490,Entire home/apt,,2,9,5,2,1,62,2,56.145713,10.186532,02:36.7
13684404,2769028,Entire home/apt,,24,0,,3,2,54,1,56.163239,10.204062,21:29.6
13927139,35137922,Entire home/apt,,24,6,5,4,2,61,2,56.161061,10.203766,46:37.8
7757862,40791587,Entire home/apt,,24,16,5,5,2,68,1,56.155722,10.195801,18:07.9
8664346,9503503,Entire home/apt,,24,12,4.5,4,1,91,3,56.158436,10.183687,28:46.5
13518622,2832083,Entire home/apt,,24,11,4.5,2,3,57,,56.161619,10.204296,35:22.6
12962087,69524432,Entire home/apt,,3,3,4.5,6,3,132,5,56.164445,10.179845,04:43.1
13599078,78627135,Entire home/apt,,24,2,,3,1,61,2,56.156144,10.198638,15:03.6
10679914,34853193,Entire home/apt,,24,0,,2,1,61,1,56.154923,10.202414,39:30.3
11181521,58197398,Entire home/apt,,24,1,,2,0,68,1,56.161771,10.21296,42:33.3
6557243,16845940,Entire home/apt,,24,6,4.5,3,1,73,2,56.150486,10.197552,35:51.7
3564635,16875524,Entire home/apt,,24,3,4.5,2,1,74,2,56.152732,10.208325,38:19.7
15390400,5965406,Entire home/apt,,24,2,,2,1,45,2,56.156477,10.195558,44:41.0
14912908,93678301,Entire home/apt,,24,1,,2,1,53,2,56.146976,10.186691,53:58.1
13837506,7298111,Entire home/apt,,24,2,,8,5,121,1,56.16891,10.217796,14:47.9
9248729,21206875,Entire home/apt,,24,2,,2,2,83,1,56.163829,10.200007,32:43.1
11997250,64146915,Entire home/apt,,2,3,4.5,2,1,53,2,56.139472,10.183385,11:43.2
14200193,86146387,Entire home/apt,,24,3,5,4,1,65,1,56.170939,10.215342,33:57.3
13285639,34727577,Entire home/apt,,24,2,,2,1,45,3,56.159172,10.210408,13:54.8
13255104,32352047,Entire home/apt,,24,1,,4,2,45,7,56.161409,10.199845,25:44.7
8589120,4807311,Entire home/apt,,3,8,4.5,4,1,57,1,56.166074,10.17596,02:04.3
7231480,37863769,Entire home/apt,,4,25,4.5,6,1,45,1,56.179677,10.19451,38:28.5
3540028,3945533,Entire home/apt,,24,15,4.5,4,2,83,3,56.156165,10.198198,43:13.6
13930799,82047083,Entire home/apt,,24,6,5,5,1,41,4,56.15435,10.207473,24:16.1
1030077,4708161,Entire home/apt,,3,9,5,8,3,151,4,56.174322,10.176438,29:15.6
3460344,4890366,Entire home/apt,,24,16,4.5,3,1,45,2,56.152842,10.194339,08:16.4
13421649,6578852,Entire home/apt,,24,1,,4,1,106,4,56.156719,10.19689,53:55.4
11233955,58564942,Entire home/apt,,3,2,,2,1,35,2,56.166428,10.158681,01:11.3
11352840,26827061,Entire home/apt,,24,23,5,2,1,57,1,56.157785,10.185162,25:44.8
13892161,24686651,Entire home/apt,,24,14,5,2,1,74,1,56.158985,10.213459,22:03.9
13053307,72261254,Entire home/apt,,24,2,,2,1,91,2,56.153547,10.184978,31:45.6
13886910,82229209,Entire home/apt,,10,2,,3,1,31,1,56.169753,10.135686,13:40.1
13652103,79281080,Entire home/apt,,24,8,4.5,6,3,99,1,56.171273,10.215858,47:25.0
12215475,65705094,Entire home/apt,,24,0,,2,1,75,5,56.156396,10.206517,38:37.4
6943522,36398939,Entire home/apt,,5,9,5,4,2,71,3,56.196647,10.198977,16:13.2
14492221,89449740,Entire home/apt,,24,10,5,2,1,91,1,56.174224,10.218325,48:48.9
13896977,82340363,Entire home/apt,,24,4,4.5,2,1,54,2,56.159925,10.184237,29:35.0
3836543,19761013,Entire home/apt,,24,27,5,2,1,45,1,56.171307,10.214296,01:44.7
13727572,80274169,Entire home/apt,,24,11,5,2,1,68,1,56.159474,10.205268,35:41.3
14044439,60074008,Entire home/apt,,24,2,,2,1,45,2,56.155801,10.197537,28:52.7
14211991,86279495,Entire home/apt,,24,4,5,2,1,63,1,56.158661,10.208866,07:36.5
15053770,66626008,Entire home/apt,,24,6,5,2,1,75,1,56.169637,10.217467,57:17.4
15183729,96383106,Entire home/apt,,24,0,,2,1,53,1,56.154535,10.204572,33:44.7
6859529,35946193,Entire home/apt,,24,32,5,2,1,66,1,56.169281,10.217654,16:59.2
13768284,80769875,Entire home/apt,,24,2,,4,2,94,1,56.159945,10.209915,03:46.3
13262264,31008277,Entire home/apt,,24,3,4.5,2,1,65,3,56.160013,10.205901,08:37.4
2372018,7375606,Entire home/apt,,24,7,5,3,1,53,2,56.158514,10.212677,17:13.4
15305536,19123815,Entire home/apt,,24,1,,2,1,45,3,56.155765,10.183045,14:19.9
11551029,60979485,Entire home/apt,,24,5,5,3,1,73,1,56.158494,10.195189,05:04.5
13619107,78869806,Entire home/apt,,24,3,4.5,3,1,45,3,56.169239,10.21385,23:41.4
15264632,6481389,Entire home/apt,,24,3,5,4,2,74,2,56.159436,10.199224,13:37.3
12295297,65577061,Entire home/apt,,5,7,4.5,3,1,61,1,56.197966,10.207892,52:18.3
13463874,65338835,Entire home/apt,,24,5,5,4,1,60,1,56.153702,10.18813,56:31.8
5788261,30032509,Entire home/apt,,24,9,5,2,1,61,3,56.146448,10.189312,42:33.9
13711654,64141496,Entire home/apt,,24,2,,2,2,64,3,56.15969,10.208523,23:29.1
13692595,63335322,Entire home/apt,,3,4,5,3,2,34,1,56.173986,10.168387,58:45.7
13410055,76365790,Entire home/apt,,24,7,5,4,2,45,1,56.171946,10.218254,59:52.1
3033676,3017293,Entire home/apt,,4,36,4.5,6,2,108,2,56.178353,10.179364,38:01.4
11396080,59797484,Entire home/apt,,6,34,5,4,1,46,1,56.157443,10.182489,19:50.5
14396775,63849502,Entire home/apt,,24,7,5,4,1,75,1,56.157307,10.207294,56:50.7
7282871,14406963,Entire home/apt,,24,8,5,3,1,75,2,56.164686,10.200339,42:58.9
15230953,24260361,Entire home/apt,,4,0,,4,2,75,4,56.178491,10.180717,52:44.7
12021008,31706864,Entire home/apt,,4,6,4.5,3,1,38,2,56.177241,10.210262,19:09.0
12195572,65561809,Entire home/apt,,24,9,5,3,2,68,1,56.160889,10.202718,40:33.5
11013734,22637582,Entire home/apt,,24,9,5,3,1,54,2,56.171066,10.215422,57:09.3
15340998,71090535,Entire home/apt,,24,3,5,3,1,46,1,56.156888,10.200323,21:31.5
8850175,8590960,Entire home/apt,,24,6,4.5,3,1,54,2,56.169166,10.198249,33:00.9
13257516,34576974,Entire home/apt,,24,20,5,2,1,60,1,56.172567,10.215492,51:35.1
6881823,24565200,Entire home/apt,,24,21,5,3,1,64,1,56.155989,10.197418,33:53.6
6875734,6118739,Entire home/apt,,24,10,5,2,1,37,3,56.154961,10.19619,34:07.5
12063480,16668713,Entire home/apt,,24,5,5,2,1,45,2,56.162468,10.201383,27:39.2
3207821,16230719,Entire home/apt,,24,26,5,3,1,61,2,56.156072,10.195428,25:50.6
9470903,42973961,Entire home/apt,,4,20,4.5,3,1,43,2,56.174715,10.211965,21:34.2
12984487,33049772,Entire home/apt,,4,4,5,2,1,45,2,56.174396,10.1874,09:20.8
7099062,37208215,Entire home/apt,,4,12,4,5,3,52,2,56.17906,10.195504,42:06.6
13368104,75892515,Entire home/apt,,24,23,4.5,2,1,98,2,56.15968,10.206297,27:44.4
13502936,77461340,Entire home/apt,,24,8,5,3,1,68,2,56.175098,10.216938,36:18.5
13811919,81299270,Entire home/apt,,24,12,4.5,2,1,37,1,56.167101,10.217758,35:09.1
15629627,89547580,Entire home/apt,,24,1,,3,1,65,1,56.154562,10.196919,36:03.1
12758812,37812570,Entire home/apt,,24,28,5,2,0,48,2,56.157563,10.206003,39:40.9
13162572,73510907,Entire home/apt,,24,6,5,4,2,121,4,56.156917,10.189787,22:57.8
8513295,1899200,Private room,,2,0,,1,1,35,1,56.123174,10.125885,30:27.4
13991654,29373459,Private room,,2,2,,2,1,47,1,56.127485,10.162621,41:49.1
12060725,64606621,Private room,,2,2,,2,1,20,1,56.120829,10.145756,11:34.8
7480343,39171411,Private room,,2,0,,4,1,38,1,56.123021,10.134778,33:31.7
14833289,19527080,Private room,,2,0,,2,1,61,,56.121581,10.157793,38:47.6
4600323,23843383,Private room,,2,0,,1,1,57,1,56.121391,10.137966,08:26.3
14831566,19527080,Private room,,2,0,,2,1,61,,56.123154,10.157593,04:12.0
7745962,27716251,Private room,,2,2,,1,1,45,2,56.119812,10.15235,18:51.4
10990456,57025634,Private room,,2,0,,2,1,31,1,56.141044,10.177371,14:17.9
10226084,52237104,Private room,,2,2,,1,1,38,2,56.133344,10.181848,16:01.0
13508960,11060384,Private room,,24,2,,2,1,45,1,56.158934,10.197053,29:29.1
15372893,21772111,Private room,,1,0,,2,1,48,1,56.102689,10.17625,35:20.0
13529158,65178349,Entire home/apt,,5,0,,6,3,112,5,56.186928,10.219567,19:47.5
9086657,47383121,Entire home/apt,,4,0,,5,3,68,1,56.189994,10.196795,10:16.4
13872373,56987868,Entire home/apt,,4,0,,3,1,39,1,56.186431,10.200313,09:16.9
6983440,36615517,Entire home/apt,,5,0,,5,3,88,5,56.205357,10.250367,49:02.0
13052403,10859773,Entire home/apt,,5,0,,5,4,135,7,56.18969,10.224387,24:20.0
5353081,12490070,Entire home/apt,,4,0,,6,4,128,4,56.217361,10.190883,35:26.5
2798365,14313421,Entire home/apt,,4,7,4.5,2,1,53,3,56.189345,10.19844,20:57.4
13354809,75728795,Entire home/apt,,5,0,,3,1,36,1,56.191498,10.201067,34:29.2
14098779,7916864,Entire home/apt,,4,2,,3,2,74,2,56.189219,10.196915,02:46.0
10905805,7779347,Private room,,1,4,5,2,1,33,1,56.114457,10.171197,25:21.3
4865124,15946722,Private room,,2,10,4.5,2,1,27,1,56.126075,10.19092,14:45.9
4543298,22185096,Private room,,24,15,4,2,1,39,1,56.14266,10.193182,27:29.1
7477265,39155957,Private room,,24,6,5,3,1,61,2,56.159736,10.20701,40:17.4
7545497,39538490,Private room,,1,9,4.5,2,1,37,1,56.110351,10.203462,35:47.8
13526479,38746822,Private room,,24,0,,2,1,38,2,56.145384,10.191395,26:07.2
6343047,33034687,Private room,,1,0,,4,1,98,5,56.114656,10.205945,34:10.2
10951102,9264242,Private room,,1,5,4.5,2,1,83,1,56.127959,10.19331,28:25.2
7547182,21816630,Private room,,1,1,,1,1,61,1,56.11254,10.214551,40:34.4
6817432,35686049,Private room,,1,2,,2,1,38,2,56.109865,10.220652,41:41.8
5408775,16894800,Private room,,1,0,,2,1,82,2,56.116783,10.202076,47:29.7
4435959,23026555,Private room,,24,5,4.5,2,1,68,2,56.159696,10.199802,59:42.8
15247610,45480373,Private room,,24,2,,2,1,42,1,56.162057,10.213867,20:20.4
1091143,5979978,Private room,,24,2,,2,1,91,1,56.162732,10.201674,04:57.5
503947,2485322,Private room,,24,13,4.5,3,1,62,1,56.163274,10.200496,53:32.5
1188720,2485322,Private room,,24,1,,4,1,96,1,56.163674,10.201697,34:35.7
13756383,77750247,Private room,,24,2,,2,1,30,1,56.144576,10.194335,36:45.7
4186487,21697650,Private room,,24,8,4,2,1,35,1,56.14517,10.1946,15:29.5
14848175,61108265,Private room,,24,2,,2,1,58,1,56.161569,10.213383,16:13.6
6702677,35083326,Private room,,24,12,5,4,1,62,1,56.158309,10.213962,19:26.8
12503248,67706597,Private room,,24,1,,2,1,45,12,56.158018,10.212726,43:54.2
3390644,17106389,Private room,,24,16,5,2,1,44,1,56.145821,10.20277,40:38.0
3198679,16210777,Private room,,24,1,,2,1,45,2,56.154558,10.210757,47:27.4
14097150,84841270,Private room,,24,0,,1,1,34,1,56.145435,10.208423,32:24.7
11672976,61071917,Private room,,24,1,,2,1,61,1,56.145082,10.188022,36:22.5
6368435,33185246,Private room,,24,1,,4,1,121,1,56.142945,10.202103,06:05.1
12247242,34662525,Private room,,24,2,,1,1,44,1,56.146523,10.208404,38:06.3
11672591,61071917,Private room,,24,0,,2,1,61,1,56.145081,10.188284,14:02.2
9418400,27700799,Private room,,24,1,,2,1,53,1,56.166097,10.229504,14:50.2
6003785,31165626,Private room,,24,14,4.5,2,1,75,1,56.167303,10.228072,38:32.3
13708149,31746203,Private room,,1,1,,2,1,29,,56.140678,10.194505,01:08.1
11309071,12785762,Private room,,24,1,,3,1,23,1,56.145211,10.189769,20:41.8
11063556,30105552,Private room,,2,0,,2,1,68,1,56.143188,10.187525,41:04.5
13206581,10805331,Private room,,1,1,,2,1,61,1,56.138379,10.192823,14:22.1
4186865,10176409,Private room,,24,49,5,2,1,45,2,56.161052,10.21548,11:06.5
5086472,15946722,Private room,,2,0,,4,1,55,1,56.125798,10.19127,31:25.1
14091036,5266459,Private room,,2,7,5,2,1,30,2,56.139848,10.187465,02:38.4
7538371,36876414,Private room,,24,2,,2,1,46,1,56.144703,10.193241,33:19.1
9121886,37469563,Private room,,24,1,,1,1,34,1,56.160212,10.213024,27:44.3
13662655,44990018,Private room,,24,2,,2,1,68,1,56.144479,10.205418,31:43.3
10244682,52656416,Private room,,2,6,4.5,2,1,68,1,56.134528,10.185476,47:43.6
5568634,17774245,Private room,,3,21,5,2,1,38,2,56.166899,10.186005,19:02.9
3085476,10129849,Private room,,24,0,,2,1,44,2,56.157797,10.200524,58:05.5
1292071,7025303,Private room,,24,66,5,2,1,45,3,56.152163,10.208473,42:43.2
12356413,66736825,Private room,,24,6,4.5,2,1,44,1,56.152998,10.205233,59:45.4
13649020,5419993,Private room,,24,5,5,2,1,13,1,56.146813,10.191459,03:59.6
13374902,70948310,Private room,,24,2,,2,1,68,1,56.14698,10.191861,19:42.3
13271770,27853805,Private room,,24,1,,2,1,57,1,56.152537,10.203802,17:37.0
8664617,40593197,Private room,,24,0,,2,1,29,1,56.155099,10.209337,18:47.3
15366061,800247,Private room,,24,2,,2,1,45,1,56.155839,10.210677,41:57.1
3234499,2510338,Private room,,24,17,4.5,2,1,33,3,56.156132,10.203782,19:35.8
9345427,48485950,Private room,,24,2,,1,1,30,2,56.159757,10.211044,59:31.3
11712256,8367388,Private room,,24,6,4.5,2,1,38,1,56.15458,10.197773,24:59.5
5389298,12439487,Private room,,24,5,5,2,1,45,2,56.155589,10.199914,18:15.7
9294867,48257507,Private room,,24,8,4.5,2,1,30,1,56.158074,10.203827,45:57.7
7536914,39490217,Private room,,6,14,4.5,2,1,37,1,56.146886,10.155757,12:22.1
4928048,8987536,Private room,,24,10,5,2,1,30,2,56.160091,10.206401,15:24.1
5235962,6370732,Private room,,24,7,4.5,2,1,45,1,56.156046,10.196053,23:37.3
8723388,45784367,Private room,,24,6,4.5,2,1,30,3,56.162434,10.210532,06:42.5
12812685,69866548,Private room,,24,0,,1,1,30,1,56.158325,10.201375,01:26.1
13158362,49908937,Private room,,24,0,,2,1,31,1,56.157994,10.199355,29:13.5
13510155,6305856,Private room,,24,3,4.5,2,1,45,2,56.158387,10.198266,30:18.8
14836381,92801590,Private room,,24,1,,2,1,38,1,56.158092,10.195031,35:55.1
2393746,1799603,Private room,,10,1,,2,1,55,2,56.153898,10.099863,16:32.2
12365687,28630379,Private room,,24,1,,2,1,55,1,56.163124,10.205718,23:03.7
14259426,18872624,Private room,,24,24,5,2,1,38,1,56.162152,10.203385,07:07.1
6814614,35681525,Private room,,24,2,,2,1,36,1,56.162517,10.202267,37:34.4
1087861,2485322,Private room,,24,12,4,2,1,90,1,56.16224,10.201453,27:21.2
2540908,12999010,Private room,,6,26,4.5,2,1,38,1,56.151676,10.157825,08:49.9
7556249,36590170,Private room,,24,1,,2,1,32,1,56.161567,10.196895,18:59.4
12827894,69997853,Private room,,4,8,4.5,1,1,30,1,56.169478,10.194534,46:30.1
11997434,950501,Private room,,24,0,,1,1,45,1,56.15453,10.19624,30:38.4
12790950,57996583,Private room,,24,8,4.5,2,1,53,1,56.155193,10.208863,46:23.3
7596547,19273501,Private room,,24,1,,2,1,23,1,56.157737,10.209537,40:11.0
9901144,39911136,Private room,,10,0,,2,1,42,1,56.155361,10.103885,48:17.1
12460260,45746431,Private room,,3,0,,3,1,124,1,56.165915,10.176411,41:33.9
9662677,36328132,Private room,,10,1,,1,1,16,1,56.156629,10.128395,51:29.6
11692254,30406585,Private room,,10,0,,4,1,227,1,56.158968,10.113344,26:25.1
6825990,16588152,Private room,,10,1,,2,1,91,1,56.159402,10.10785,46:06.0
10442265,53795389,Private room,,10,6,5,2,1,23,3,56.160448,10.090477,38:22.5
14766191,16437073,Private room,,11,0,,2,1,42,1,56.200954,10.10444,28:07.2
14313582,87504679,Private room,,11,2,,2,1,23,1,56.190991,10.084626,01:36.8
14526357,8230183,Private room,,11,2,,2,1,57,1,56.191328,10.111893,37:02.1
1821842,8947619,Private room,,3,0,,6,1,57,2,56.169302,10.15179,05:53.4
13595455,77909040,Private room,,3,3,4,5,1,26,1,56.168656,10.157304,16:05.3
1527728,6873300,Private room,,4,33,4.5,2,1,35,1,56.168878,10.19148,57:20.9
1840834,9620342,Private room,,4,6,5,1,1,76,1,56.168833,10.192596,46:37.1
6189952,32105693,Private room,,3,0,,4,1,38,1,56.173684,10.172067,19:16.1
1149177,6299901,Private room,,4,56,5,2,1,36,3,56.170477,10.190085,10:42.4
13635953,77542542,Private room,,4,3,4.5,1,1,41,1,56.170301,10.195052,37:46.8
6764295,4918529,Private room,,4,3,4.5,2,1,49,1,56.171173,10.189878,31:12.4
10308002,38330071,Private room,,3,0,,1,1,30,1,56.17562,10.168211,08:57.0
9910837,35137518,Private room,,24,4,5,1,1,45,1,56.171347,10.215777,35:11.9
14198358,77300764,Private room,,4,4,4.5,2,1,31,1,56.172294,10.198085,21:39.2
9101164,45758364,Private room,,24,15,5,1,1,38,1,56.172169,10.217514,02:26.6
3833834,9139609,Private room,,24,25,4.5,2,1,34,1,56.172487,10.220197,56:45.4
7724106,40348524,Private room,,4,2,,2,1,38,1,56.172874,10.201064,35:35.2
986830,4961330,Private room,,4,6,4.5,2,1,75,1,56.175088,10.192876,13:19.3
9754727,50309310,Private room,,4,3,4.5,2,1,30,3,56.17273,10.197371,40:13.0
3426680,12736756,Private room,,4,20,4.5,4,1,45,1,56.173136,10.201816,35:21.0
9321985,36518765,Private room,,4,3,4.5,1,1,30,3,56.17702,10.217199,45:54.9
7303726,33800574,Private room,,4,0,,2,1,45,1,56.177277,10.206577,27:41.2
11349902,36518765,Private room,,24,3,5,1,1,30,5,56.176633,10.218448,05:41.5
6022373,7605894,Private room,,23,0,,4,1,151,1,56.217365,10.269389,50:24.4
9772071,36261065,Private room,,3,18,4.5,1,1,25,1,56.177386,10.165294,33:53.2
12341759,66626679,Private room,,3,0,,2,1,30,5,56.175902,10.178823,16:32.5
15292979,36518765,Private room,,4,0,,1,1,30,6,56.177244,10.217839,03:42.1
10544880,54377331,Private room,,19,1,,2,1,61,1,56.25664,10.142571,09:44.3
15562412,55759813,Private room,,23,1,,1,1,45,1,56.210883,10.277348,13:44.1
957503,5174418,Private room,,5,49,5,2,1,53,1,56.202277,10.268845,38:35.4
15308714,9906819,Private room,,23,1,,2,1,34,1,56.207624,10.266945,50:09.4
12020150,55759813,Private room,,23,1,,1,1,46,1,56.21104,10.27866,50:52.2
10324967,53129506,Private room,,21,3,4.5,1,1,39,1,56.250884,10.270818,30:13.7
